"","Reo","IFC Drawing","data:Steel Supplier","data:Other Steel Supplier","data:Reo Manufacture date DD/MM/YY","Cage dimensions","Fittings marked","Formwork","Formwork ready to commence","data:Panel type","data:Other Panel type","data:Panel difficulty","data:Location","data:Other Location","data:Quantity","data:Panel Weight (t)","data:Volume (m3)","data:Manufacture date DD/MM/YY","Formwork dimensions","data:Panel thickness","data:Thickness projection","data:Panel width","data:Width projection","data:Panel height","data:Height projection","Square","Silicone Bed","Edge Form/ Fillets","Position of reinforcement","Lifting devices securely/in place","Fittings locations V2","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Lifting devices securely/in place V3","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Ready to pour","data:Notes/Changes","Pre Pouring","Take a picture or attach copy of concrete doc","data:Concrete Supplier","data:Other Concrete Supplier","data:Concrete schedule docket #","data:Pouring date DD/MM/YY","data:Concrete Requisition (m3)","Correct mix being used","data:28 Mpa required","data:Other Mpa required","data:Type of concrete","data:Other Type of concrete","data:Concrete strength tested","Post Production","Post Production ready to commence - Lifting Mpa","data:Date panel stripped","data:Location (Rack #)","data:Other Location","Fitments removed (GT Caps, fillets, Ferrule caps)","Correct dimensions","Bulges, Dents and airholes within tolerances","Cracks within tolerances","Marking","Panel conform to specifications/ tolerances","data:Patching/fixing required","Concrete Test results (28 days result)","Storage","Inserts/Rebates removed","Filling points/lifters exposed","data:Location (Rack #)","data:Other Location (Rack #)","data:Status"
"A-L3C91","pass","pass","","","13/02/23","pass","pass","pass","pass"," Column","","","pass","1.3u","1","2.52","1.05","13/02/23","pass","450","pass","450","pass","5480","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," Face lifter 7t PSA LiftMX","Edge lifters removed, 4 face lifters added","pass","","pass","pass"," Hy-Tec","","44598","13/02/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","14/02/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Bessie","Delivered"
"A-L3C92","pass","pass","","","11/02/23","pass","pass","pass","pass"," Column","","1.1.1","pass","1.5","1","2.34","0.97","11/02/23","pass","300","pass","600","pass","5590","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44573","11/02/23","6.3","pass","50",""," 50/20/200","","Yes","not started","not started","","not started","not started","not started","not started","not started","not started","not started","not started","","not started","pass","pass","pass"," Other","5G","Delivered"
"A-L3C93","pass","pass","","","13/02/23","pass","pass","pass","pass"," Column","","","pass","1.3","1","2.52","1.05","13/02/23","pass","450","pass","450","pass","5480","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," Face lifter 7t PSA LiftMX","","pass","2 edge lifters removed,4 face lifters added","pass","pass"," Hy-Tec","","44598","13/02/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","14/02/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Bessie","Delivered"
"A-L3C94","pass","pass","","","11/02/23","pass","pass","pass","pass"," Column","","1.1.1","pass","1.5u","1","2.34","0.97","11/02/23","pass","300","pass","600","pass","5590","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44575","11/02/23","6.5","pass","50",""," 50/20/200","","Yes","pass","pass","13/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","5g","Delivered"
"A-L3C95","pass","pass","","","13/02/23","pass","pass","pass","pass"," Column","","2.2.1","pass","1.6","1","2.52","1.05","13/02/23","pass","450","pass","450","pass","5480","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," Face lifter 7t PSA LiftMX","","pass","","pass","pass"," Hy-Tec","","44668","14/02/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","15/02/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","6g","Delivered"
"A-L3C96","pass","pass","","","10/02/23","pass","pass","pass","pass"," Column","","1.1.1","pass","1.3","1","2.34","0.97","10/02/23","pass","300","pass","600","pass","5590","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","Face lifter added 7t","pass","","pass","pass"," Hy-Tec","","44530","10/02/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","11/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","7 Ground ","Delivered"
"A-L3C97","pass","pass","","","13/02/23","pass","pass","pass","pass"," Column","","2.2.1","pass","2.5","1","2.52","1.05","13/02/23","pass","450","pass","450","pass","5480","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," Face lifter 7t PSA LiftMX","","pass","","pass","pass"," Hy-Tec","","44668","14/02/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","15/02/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Bessie","Delivered"
"A-L3C98","pass","pass","","","13/02/23","pass","pass","pass","pass"," Column","","2.2.1","pass","2.5U","1","2.52","1.05","13/02/23","pass","450","pass","450","pass","5480","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," Face lifter 7t PSA LiftMX","","pass","","pass","pass"," Hy-Tec","","44668","14/02/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","15/02/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Bessie","Delivered"
"A-L3C99","pass","pass","","","10/02/23","pass","pass","pass","pass"," Column","","1.1.1","pass","1.3u","1","2.34","0.97","10/02/23","pass","300","pass","600","pass","5590","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","Face lifter added 7t","pass","","pass","pass"," Hy-Tec","","44530","10/02/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","11/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","7 Ground ","Delivered"
"A-L3P01","pass","pass","","","24/01/23","pass","pass","pass","pass","Wall","","1.2.1","","4.5","1","7.21","3","24/01/23","pass","200","pass","2900","pass","5780","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","43837","24/01/23","6.6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L3P02","pass","pass","","","10/02/23","pass","pass","pass","pass","","","2.2.2","pass","4.1","1","5.89","2.45","10/02/23","pass","200","pass","5200","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","14 N16 U bars instead of 6 N24 U bars","pass","pass"," Hy-Tec","","44535","10/02/23","6.3","pass","50",""," 50/20/200","","Yes","pass","pass","10/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L3P03","pass","pass","","","24/01/23","pass","pass","pass","pass","Wall","","1.1.1","pass","3.6","1","3.70","1.54","24/01/23","pass","200","pass","2900","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43855","24/01/23","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P04","pass","pass","","","24/01/23","pass","pass","pass","pass","Wall","",""," Bundamba","1.4","1","6.97","2.90","24/01/23","pass","200","pass","5200","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43849","24/01/23","6.2","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P05","pass","pass","","","14/02/23","pass","pass","pass","pass","Wall","","","pass","3.1","1","4.21","1.75","14/02/23","pass","200","pass","4850","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44701","14/02/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","15/02/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L3P06","pass","pass","","","8/02/23","pass","pass","pass","pass","Wall","","2.2.2","pass","4.5","1","7.05","2.94","8/02/23","pass","200","pass","2800","pass","5780","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44446","09/02/23","5.7","pass","50",""," 50/20/200","","Yes","pass","pass","09/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L3P07","pass","pass","","","8/02/23","pass","pass","pass","pass","Wall","","2.1.2","pass","4.3","1","6.48","2.7","8/02/23","pass","200","pass","4850","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44453","09/02/23","6","pass","50",""," 50/20/200","","Yes","pass","pass","10/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L3P08","pass","pass","","","9/02/23","pass","pass","pass","pass","Wall","","2.2.2","pass","5.2","1","7.05","2.94","9/02/23","pass","200","pass","2800","pass","5780","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44475","09/02/23","6.1","pass","50",""," 50/20/200","","Yes","pass","pass","09/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","2","","Delivered"
"A-L3P09","pass","pass","","","08/02/23","pass","pass","pass","pass","Wall","","","pass","1.2","1","3.46","1.44","08/02/23","pass","200","pass","2500","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44433","09/02/23","6","pass","50",""," 50/20/200","","Yes","pass","pass","09/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L3P10","pass","pass","","","8/02/23","pass","pass","pass","pass","Wall","","2.1.1","pass","2.1","1","5.2","2.17","8/02/23","pass","200","pass","4400","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44433","09/02/23","6","pass","50",""," 50/20/200","","Yes","pass","pass","09/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","8","","Delivered"
"A-L3P11","pass","pass","","","10/02/23","pass","pass","pass","pass","Wall","","2.2.1","pass","4.1","1","3.46","1.44","10/02/23","pass","200","pass","2500","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44535","10/02/23","6.3","pass","50",""," 50/20/200","","Yes","pass","pass","11/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L3P12","pass","pass","","","9/02/23","pass","pass","pass","pass","Wall","","","pass","3.2","1","6.08","2.53","9/02/23","pass","200","pass","4400","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44512","10/02/23","6.5","pass","50",""," 50/20/200","","Yes","pass","pass","11/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","6","","Delivered"
"A-L3P20","pass","pass","","","21/01/23","pass","pass","pass","pass","Wall","","1.1.1","","1.4","1","6.36","2.65","21/01/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43782","23/01/23","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L3P22","pass","pass","","","21/01/23","pass","pass","pass","pass","Wall","","1.1.1","","1.3","1","6.32","2.63","21/01/23","pass","2000","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43782","23/01/23","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L3P23","pass","pass","","","23/01/23","pass","pass","pass","pass","Wall","","1.1.1","","2.2","1","6.4","2.67","23/01/23","pass","200","pass","5000","pass","2730","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43832","24/01/23","6.2","pass","pass","pass"," Other","65/10/600","Yes","pass","pass","25/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P24","pass","pass","","","21/01/23","pass","pass","pass","pass","Wall","","1.1.1","","5.4","1","6.89","2.87","21/01/23","pass","200","pass","5200","pass","3220","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43805","23/01/23","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","12","","Delivered"
"A-L3P25","pass","pass","","","21/01/23","pass","pass","pass","pass","Wall","","1.1.1","","5.2","1","6.4","2.67","21/01/23","pass","200","pass","5000","pass","2730","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43801","23/01/23","6.2","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","11","","Delivered"
"A-L3P26","pass","pass","","","21/01/23","pass","pass","pass","pass","Wall","","1.1.1","","6.5","1","7.63","3.18","21/01/23","pass","200","pass","6000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43787","23/01/23","5.9","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","12","","Delivered"
"A-L3P27","pass","pass","","","21/01/23","pass","pass","pass","pass","Wall","","1.1.1","","6.4","","6.34","2.64","21/01/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43793","23/01/23","6.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","12","","Delivered"
"A-L3P28","pass","pass","","","21/01/23","pass","pass","pass","pass","Wall","","1.1.1","","6.6","1","6.63","2.65","21/01/23","pass","200","pass","5000","pass","2680","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43787","23/01/23","5.9","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","12","","Delivered"
"A-L3P29","pass","pass","","","24/01/23","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","2.5","1","3.95","1.58","24/01/23","pass","200","pass","1500","pass","5630","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","43849","24/01/23","6.2","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P30","pass","pass","","","19/01/23","pass","pass","pass","pass","Wall","",""," Bundamba","1.6","1","5.40","2.16","19/01/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","43681","19/01/23","6.7","pass","pass","pass"," 50/20/200","","Yes","pass","pass","20/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L3P31","pass","pass","","","20/01/23","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","4.2","1","5.40","2.16","20/01/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","43732","20/01/23","4.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","21/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","6","","Delivered"
"A-L3P32","pass","pass","","","24/01/23","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","1.5","1","5.4","2.16","24/01/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","43846","24/01/23","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P33","pass","pass","","","24/01/23","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","4.4","","5.4","2.16","24/01/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","43837","24/01/23","6.6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
