"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ad2e66d9-2596-4836-a908-083dbbe44f93","","fail","","folder","TRUE","FALSE","Site QA"
"784115f6-d19e-481e-98da-2dadf5aee4f3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A"
"998b52fe-078b-4425-921a-56aa05273680","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2"
"623dd645-284e-4fac-9eb7-8bd581819cf9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas"
"3bfc0efe-503c-42bd-9d67-17d4450a6dec","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 201"
"79a44de2-e671-4b29-8e48-ab7f90790497","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Dining","Pre Wire"
"5b58d8a9-f575-414b-a1ad-d0ad5cbfb15b","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Dining","Terminated & Tested"
"774a31da-c7de-478c-996d-a99732242dea","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Dining","Fit off"
"ef1c14c3-2955-49f7-a35b-7d10806fcc0a","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Level 4","Common areas","Corridors"
"12dc8182-e280-4e2d-b309-d4b2ea693e83","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Corridors","Pre Wire"
"6708dfef-b65c-4dc7-adcc-e3f0249a1410","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Corridors","Terminated & Tested"
"50993bce-2efe-4dff-b72d-f95081a9fcef","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Corridors","Fit off"
"5741a889-430c-416a-a151-4fa4e077378c","","pass","","folder","TRUE","FALSE","Site QA","Building D","Level 4","Common areas","Nurse Station"
"52c3c842-250a-489b-bf14-b366a18f2d96","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Nurse Station","Pre Wire"
"e4732e5e-7a45-4d0b-afe1-8ae9625a8361","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 4","Common areas","Nurse Manager"
"26854660-850e-4fed-8178-a7129aaefd66","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Common areas","Nurse Manager","Pre Wire"
"81839123-0027-4006-9f95-577b7d0af01d","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Level 4","Service Areas"
"cebbb39c-39f4-422f-bdcb-7f68c88116a7","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Level 4","Service Areas","Electrical DB"
"cb268cd5-454a-4df9-884d-72ccd6b25acb","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Service Areas","Electrical DB","Pre Wire"
"b03d47a4-7aa7-43b8-8c57-fc91b27eb08e","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Service Areas","Electrical DB","Terminated & Tested"
"7a7efcfc-baed-4c5b-a411-259682700ead","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Service Areas","Electrical DB","Fit off"
"b8dc1c0a-c6c6-4668-b7e6-361e99c7f8d0","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Level 4","Service Areas","ICT Riser"
"053d05d6-60b4-4354-b691-a8f8a3f3ae33","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Service Areas","ICT Riser","Pre Wire"
"32a7da88-ff1d-4dbc-a38d-ed2390e77a36","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Service Areas","ICT Riser","Terminated & Tested"
"c8248a68-eb3e-4e20-9f4e-04660adbef08","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Service Areas","ICT Riser","Fit off"
"a00e056c-035b-4d31-9f16-6a3b805b13d5","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Level 4","Floor Commissioning"
"ad52ecf9-0bf5-4b3e-b232-bee6023eeae3","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building D","Level 4","Floor Commissioning","Floor Commissioning"
"83e0cb31-cc8a-4dc7-a26f-e62a28d4ec4b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5"
"4a694866-b383-4127-9f48-389bf06a57f5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas"
"4c049a38-a53a-4c74-8c36-4f451c8c4252","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 501"
"bdddc145-1e09-4ad6-82a7-abee9dedba06","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 501","Pre Wire"
"dca38697-815c-4dc5-b7be-b13fd813b1b3","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 501","Install DB"
"bfeb19f3-a3f6-418d-9d46-27c202555f3c","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 501","Fit off"
"9bdfe131-9a10-4f13-947f-1b4052d0e585","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 502"
"23942160-6053-4b60-a76a-fde418b9a04e","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 502","Pre Wire"
"2bccfb23-0a1f-4cc4-9469-872cfdd8805b","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 502","Install DB"
"611431cd-e122-4cbb-bd4e-0753af7df4e1","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 502","Fit off"
"58acd070-6d7e-4195-a47c-f28a45857dea","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 503"
"fd597225-dbe1-43b0-8125-945bc5dd9b8d","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 503","Pre Wire"
"7aa82914-e8db-4add-a751-767715d5b2fb","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 503","Install DB"
"d5f23cc2-8450-44cd-a66c-1820cef5aee5","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 503","Fit off"
"385943a3-6a5c-46d8-b068-fda06c6fe165","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 504"
"cf6781ba-55e3-403a-a3a3-5e31d7d2ccd4","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 504","Pre Wire"
"14543239-ee36-4e93-9990-ca072c6a877a","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 504","Install DB"
"023b1c75-eadc-40fc-9574-2ec17833a582","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 504","Fit off"
"e3ccb936-487c-4a35-b973-65045366a9c7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 505"
"a041c01b-1197-4a21-9bba-3c7c5a5c5cf5","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 505","Pre Wire"
"49be00cd-cb9f-452a-af7c-65246f102827","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 505","Install DB"
"4d83dc54-ac6d-4d99-9347-cc93cbd9f60d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 505","Fit off"
"d3c33e24-66f6-4ba0-a116-dd4a1d6339cc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 506"
"aba4eb02-3c26-46d1-902a-0b2bbdc00940","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 506","Pre Wire"
"dd84b2b8-2a37-46a2-a2a2-770405428b31","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 506","Install DB"
"a5daec74-da14-4590-9f07-b8fe8f42cc2a","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 506","Fit off"
"60ede750-a86c-4ad1-9428-f5cee56c2b7e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 507"
"60fa588f-9900-4559-ba8c-04c2e463e0c8","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 507","Pre Wire"
"d99db682-1740-4665-8e9a-f22a36342169","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 507","Install DB"
"2d5305c6-ec0b-4881-87f2-93e2a3aed708","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 507","Fit off"
"0747182f-a89c-44af-9735-63856473d022","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 508"
"66095906-7d20-4e79-bb57-2b9ff5247f32","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 508","Pre Wire"
"3dc525ad-2fc8-4893-a42c-733ec8e362ee","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 508","Install DB"
"acbc9029-7337-4e80-a23f-73409b4b08de","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 508","Fit off"
"fbeab935-fd22-477e-8445-ae21ba9818c0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 509"
"98bb746a-aa39-4ef6-89dd-219504af4aa1","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 509","Pre Wire"
"7aae2892-69a4-47f3-bdd5-c0362546a893","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 509","Install DB"
"60d858a8-0b05-4982-802e-f4b72d5db58a","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 509","Fit off"
"944d59da-b654-4849-bde0-bbbface92ca7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 510"
"7cf13ef8-8c0a-4bb7-868c-fcd4078ecbf1","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 510","Pre Wire"
"ffe5505a-efde-4170-9b77-6a4137a23b4e","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 510","Install DB"
"3ac907e6-699a-4ba7-81b9-c882c68b7c55","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 510","Fit off"
"080e89a8-d37c-44be-bf78-b439c2b950e9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 511"
"9aad2313-20fc-4601-8b9c-160470d854b4","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 511","Pre Wire"
"d55d9628-0b7d-4582-8e7d-52572ce12f1b","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 511","Install DB"
"3d23da23-3464-4e9e-add7-4a0ea77178b7","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 511","Fit off"
"2e1326f1-d4d8-437f-b02f-8931554ec0b8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 512"
"bb425663-41e9-491a-86ae-ef6223e81044","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 512","Pre Wire"
"6d064931-92cd-42f9-8ac6-33f76a3db231","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 512","Install DB"
"44afd525-1a16-49e7-bc30-e5428f7e3f77","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 512","Fit off"
"aecc8aca-0d5b-4b98-bcf0-e5967e009c34","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 513"
"4519594c-44a8-4108-b1fd-cd7525a38496","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 513","Pre Wire"
"ae85b714-6ea8-4f35-90e0-9a855334c0eb","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 513","Install DB"
"2393ee3a-87bc-44a3-838e-d42cd5a55c2f","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 513","Fit off"
"2a79fe1e-bebc-4ac1-b5f6-ac5cdae7e735","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 514"
"f5981ead-b430-44d9-ba39-03650da077bd","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 514","Pre Wire"
"fb2a9e64-3a55-42fa-90f4-7d7ef993a956","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 514","Install DB"
"1776ccb1-67c7-4bbe-a3f8-192860b5ba85","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 514","Fit off"
"9917b3b9-35b9-4c36-801a-26dec0ec0afe","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 515"
"355e3d37-1ac2-47bd-b1f3-67584ab6d734","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 515","Pre Wire"
"3d777b69-809d-4da2-95d8-f4bba4d764a0","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 515","Install DB"
"0dd366ae-840e-44fe-ba4c-9b455441ae27","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 515","Fit off"
"ed4586e4-baa2-429e-a60f-dca8c46e76b4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 516"
"7e8fe7b6-bb1f-4680-906f-513bf727d23b","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 516","Pre Wire"
"0cedada9-70ac-406f-bd05-80aaa763b7c9","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 516","Install DB"
"bcb8fd9c-43d6-4081-b86a-0686c18ae760","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 516","Fit off"
"44fad56e-5092-4480-a15a-423bc2aba5a2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 517"
"82226bcd-9ee6-482a-beb1-2d132e15676d","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 517","Pre Wire"
"195355e2-5e56-473a-8961-b147d51ea1a8","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 517","Install DB"
"bf6ca9a3-31f1-44fb-9aee-57fe20e38497","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 517","Fit off"
"cdfc1801-8b4b-4fa0-8783-bfd3a5038433","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 518"
"e2c6560f-1bf7-4c67-be7a-7a1a1b03922e","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 518","Pre Wire"
"16f5a81e-cd44-42e0-9c5e-abd32f95dbfa","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 518","Install DB"
"6e77e129-ab2c-42cd-8459-bf7a5c7968b1","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 518","Fit off"
"d45ecc8b-1fcd-4f19-9bcf-0564e9e3afb0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 519"
"c770e73f-9b7b-4398-85f0-8cce462484ee","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 519","Pre Wire"
"34a13f7f-437a-4d4f-81f8-93782ed194a5","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 519","Install DB"
"21603f73-7abf-4eb7-b05a-a426795b3315","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Residential areas","SA 519","Fit off"
"554d965a-1449-4f46-ae4f-9cd8778ec830","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Common Areas"
"3e653995-6c99-4075-8069-afd566b83a30","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Common Areas","Corridors"
"de163ddf-8d1a-468d-83d3-be424fa14988","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Common Areas","Corridors","Pre Wire"
"220ef86a-99d3-4b65-af76-719bd721b76b","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Common Areas","Corridors","Terminated & Tested"
"713ee587-f482-408e-9ebf-db5e82f2a07b","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Common Areas","Corridors","Fit off"
"a6372048-e37a-4bb2-aadf-d2d72ff34b44","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Common Areas","Nurse Station"
"5f6255ab-98ea-40eb-b44b-061e0e47553d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 5","Common Areas","Laundry"
"78f60332-e4b0-462d-8355-cddda8dd95a1","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 5","Common Areas","Laundry","Pre Wire"
